strain	date	country	division	author	author__url	accession	accession__url
MK0725	2015-01-01	Sierra Leone	Bombali	Arias et al		KU296629	https://www.ncbi.nlm.nih.gov/nuccore/KU296629
J0027	2014-10-02	Sierra Leone	Bombali	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759678	https://www.ncbi.nlm.nih.gov/nuccore/KP759678
MK0894	2015-01-06	Sierra Leone	Bombali	Arias et al		KU296356	https://www.ncbi.nlm.nih.gov/nuccore/KU296356
V20146578	2014-12-26	Sierra Leone	Koinadugu	Whitmer et al A		KR653281	https://www.ncbi.nlm.nih.gov/nuccore/KR653281
J0063	2014-10-10	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759638	https://www.ncbi.nlm.nih.gov/nuccore/KP759638
MK0864	2015-01-05	Sierra Leone	Sierra Leone	Arias et al		KU296334	https://www.ncbi.nlm.nih.gov/nuccore/KU296334
V20143918	2014-11-06	Sierra Leone	Western Rural	Whitmer et al A		KR653240	https://www.ncbi.nlm.nih.gov/nuccore/KR653240
J0130	2014-11-02	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759679	https://www.ncbi.nlm.nih.gov/nuccore/KP759679
J0131	2014-10-30	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759680	https://www.ncbi.nlm.nih.gov/nuccore/KP759680
G6089.1	2014-09-27	Sierra Leone	Tonkolili	Goba et al		KR105345	https://www.ncbi.nlm.nih.gov/nuccore/KR105345
G6095.1	2014-09-27	Sierra Leone	Tonkolili	Goba et al		KR105347	https://www.ncbi.nlm.nih.gov/nuccore/KR105347
J0031	2014-10-03	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759607	https://www.ncbi.nlm.nih.gov/nuccore/KP759607
J0010	2014-09-28	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759639	https://www.ncbi.nlm.nih.gov/nuccore/KP759639
J0109	2014-10-31	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759594	https://www.ncbi.nlm.nih.gov/nuccore/KP759594
77585_EMLK	2015-01-04	Sierra Leone	Western Urban	Arias et al		KU296734	https://www.ncbi.nlm.nih.gov/nuccore/KU296734
J0162	2014-11-09	Sierra Leone	Kambia	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759622	https://www.ncbi.nlm.nih.gov/nuccore/KP759622
J0128	2014-10-31	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759677	https://www.ncbi.nlm.nih.gov/nuccore/KP759677
J0127	2014-10-30	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759676	https://www.ncbi.nlm.nih.gov/nuccore/KP759676
J0076	2014-10-17	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759744	https://www.ncbi.nlm.nih.gov/nuccore/KP759744
J0046	2014-10-07	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759715	https://www.ncbi.nlm.nih.gov/nuccore/KP759715
J0056	2014-10-08	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759634	https://www.ncbi.nlm.nih.gov/nuccore/KP759634
J0139	2014-10-30	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759687	https://www.ncbi.nlm.nih.gov/nuccore/KP759687
V20143018	2014-10-26	Sierra Leone	Western Urban	Whitmer et al A		KR653272	https://www.ncbi.nlm.nih.gov/nuccore/KR653272
J0057	2014-10-05	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759635	https://www.ncbi.nlm.nih.gov/nuccore/KP759635
J0161	2014-11-08	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759701	https://www.ncbi.nlm.nih.gov/nuccore/KP759701
12705_EMLH	2015-03-29	Sierra Leone	Western Urban	Arias et al		KU296490	https://www.ncbi.nlm.nih.gov/nuccore/KU296490
DML12458	2015-03-28	Sierra Leone	Western Urban	Smits et al		KT357823	https://www.ncbi.nlm.nih.gov/nuccore/KT357823
J0126	2014-10-31	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759675	https://www.ncbi.nlm.nih.gov/nuccore/KP759675
J0125	2014-10-31	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759674	https://www.ncbi.nlm.nih.gov/nuccore/KP759674
J0082	2014-10-16	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759751	https://www.ncbi.nlm.nih.gov/nuccore/KP759751
Makona-Italy-INMI1	2014-11-25	Sierra Leone	Western Area	Castilletti et al	https://www.ncbi.nlm.nih.gov/pubmed/26089420	KP701371	https://www.ncbi.nlm.nih.gov/nuccore/KP701371
V20144820	2014-11-15	Sierra Leone	Moyamba	Whitmer et al A		KR653243	https://www.ncbi.nlm.nih.gov/nuccore/KR653243
V20144819	2014-11-15	Sierra Leone	Moyamba	Whitmer et al A		KR653299	https://www.ncbi.nlm.nih.gov/nuccore/KR653299
V20143415	2014-10-31	Sierra Leone	Western Rural	Whitmer et al A		KR653248	https://www.ncbi.nlm.nih.gov/nuccore/KR653248
V20143360	2014-10-30	Sierra Leone	Kenema	Whitmer et al A		KR653258	https://www.ncbi.nlm.nih.gov/nuccore/KR653258
J0122	2014-10-29	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759671	https://www.ncbi.nlm.nih.gov/nuccore/KP759671
J0138	2014-11-01	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759686	https://www.ncbi.nlm.nih.gov/nuccore/KP759686
J0145	2014-11-06	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759693	https://www.ncbi.nlm.nih.gov/nuccore/KP759693
G5983.1	2014-09-25	Sierra Leone	Sierra Leone	Goba et al		KR105333	https://www.ncbi.nlm.nih.gov/nuccore/KR105333
V20141271	2014-09-24	Sierra Leone	Port Loko	Whitmer et al A		KR653261	https://www.ncbi.nlm.nih.gov/nuccore/KR653261
V20140024	2014-08-20	Sierra Leone	Port Loko	Whitmer et al A		KR653252	https://www.ncbi.nlm.nih.gov/nuccore/KR653252
G5996.1	2014-09-25	Sierra Leone	Sierra Leone	Goba et al		KR105337	https://www.ncbi.nlm.nih.gov/nuccore/KR105337
G5998.1	2014-09-25	Sierra Leone	Sierra Leone	Goba et al		KR105339	https://www.ncbi.nlm.nih.gov/nuccore/KR105339
G5997.1	2014-09-25	Sierra Leone	Sierra Leone	Goba et al		KR105338	https://www.ncbi.nlm.nih.gov/nuccore/KR105338
J0070	2014-10-09	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759735	https://www.ncbi.nlm.nih.gov/nuccore/KP759735
J0033	2014-10-03	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759692	https://www.ncbi.nlm.nih.gov/nuccore/KP759692
J0036	2014-10-03	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759694	https://www.ncbi.nlm.nih.gov/nuccore/KP759694
J0072	2014-10-09	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759737	https://www.ncbi.nlm.nih.gov/nuccore/KP759737
J0058	2014-10-08	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759724	https://www.ncbi.nlm.nih.gov/nuccore/KP759724
J0071	2014-10-09	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759736	https://www.ncbi.nlm.nih.gov/nuccore/KP759736
MK0879	2015-01-05	Sierra Leone	Port Loko	Arias et al		KU296410	https://www.ncbi.nlm.nih.gov/nuccore/KU296410
J0035	2014-10-01	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759609	https://www.ncbi.nlm.nih.gov/nuccore/KP759609
J0084	2014-10-16	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759753	https://www.ncbi.nlm.nih.gov/nuccore/KP759753
J0083	2014-10-18	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759752	https://www.ncbi.nlm.nih.gov/nuccore/KP759752
J0095	2014-10-27	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759653	https://www.ncbi.nlm.nih.gov/nuccore/KP759653
J0155	2014-11-07	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759697	https://www.ncbi.nlm.nih.gov/nuccore/KP759697
J0110	2014-10-31	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759660	https://www.ncbi.nlm.nih.gov/nuccore/KP759660
J0119	2014-10-30	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759667	https://www.ncbi.nlm.nih.gov/nuccore/KP759667
J0097	2014-10-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759762	https://www.ncbi.nlm.nih.gov/nuccore/KP759762
J0120	2014-10-30	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759599	https://www.ncbi.nlm.nih.gov/nuccore/KP759599
J0158	2014-11-08	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759700	https://www.ncbi.nlm.nih.gov/nuccore/KP759700
J0111	2014-10-30	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759595	https://www.ncbi.nlm.nih.gov/nuccore/KP759595
KT5320	2015-02-24	Sierra Leone	Western Rural	Arias et al		KU296809	https://www.ncbi.nlm.nih.gov/nuccore/KU296809
KT5226	2015-02-21	Sierra Leone	Sierra Leone	Arias et al		KU296297	https://www.ncbi.nlm.nih.gov/nuccore/KU296297
12615_EMLH	2015-03-22	Sierra Leone	Western Rural	Arias et al		KU296521	https://www.ncbi.nlm.nih.gov/nuccore/KU296521
KT5388	2015-02-25	Sierra Leone	Western Rural	Arias et al		KU296355	https://www.ncbi.nlm.nih.gov/nuccore/KU296355
KT5734	2015-03-06	Sierra Leone	Western Rural	Arias et al		KU296595	https://www.ncbi.nlm.nih.gov/nuccore/KU296595
KT5738	2015-03-06	Sierra Leone	Sierra Leone	Arias et al		KU296394	https://www.ncbi.nlm.nih.gov/nuccore/KU296394
V1116	2014-09-24	Guinea	Dalaba	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534534	https://www.ncbi.nlm.nih.gov/nuccore/KR534534
V1104	2014-09-24	Guinea	Dalaba	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534533	https://www.ncbi.nlm.nih.gov/nuccore/KR534533
75722_EMLH	2015-01-15	Sierra Leone	Western Rural	Arias et al		KU296791	https://www.ncbi.nlm.nih.gov/nuccore/KU296791
V20143716	2014-11-04	Sierra Leone	Moyamba	Whitmer et al A		KR653292	https://www.ncbi.nlm.nih.gov/nuccore/KR653292
V20143753	2014-11-05	Sierra Leone	Tonkolili	Whitmer et al A		KR653236	https://www.ncbi.nlm.nih.gov/nuccore/KR653236
V20144610	2014-11-12	Sierra Leone	Tonkolili	Whitmer et al A		KR653270	https://www.ncbi.nlm.nih.gov/nuccore/KR653270
J0087	2014-10-23	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759647	https://www.ncbi.nlm.nih.gov/nuccore/KP759647
J0086	2014-10-23	Sierra Leone	Western Rural	Tong et al B	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759646	https://www.ncbi.nlm.nih.gov/nuccore/KP759646
77580_EMLK	2015-01-03	Sierra Leone	Western Urban	Arias et al		KU296431	https://www.ncbi.nlm.nih.gov/nuccore/KU296431
J0078	2014-10-18	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759746	https://www.ncbi.nlm.nih.gov/nuccore/KP759746
77716_EMLK	2015-01-10	Sierra Leone	Western Urban	Arias et al		KU296569	https://www.ncbi.nlm.nih.gov/nuccore/KU296569
77675_EMLK	2015-01-08	Sierra Leone	Sierra Leone	Arias et al		KU296807	https://www.ncbi.nlm.nih.gov/nuccore/KU296807
77676_EMLK	2015-01-08	Sierra Leone	Sierra Leone	Arias et al		KU296309	https://www.ncbi.nlm.nih.gov/nuccore/KU296309
75685_EMLH	2015-01-14	Sierra Leone	Sierra Leone	Arias et al		KU296365	https://www.ncbi.nlm.nih.gov/nuccore/KU296365
77711_EMLK	2015-01-10	Sierra Leone	Western Urban	Arias et al		KU296644	https://www.ncbi.nlm.nih.gov/nuccore/KU296644
77563_EMLK	2015-01-02	Sierra Leone	Sierra Leone	Arias et al		KU296432	https://www.ncbi.nlm.nih.gov/nuccore/KU296432
77630_EMLK	2015-01-06	Sierra Leone	Western Urban	Arias et al		KU296779	https://www.ncbi.nlm.nih.gov/nuccore/KU296779
77649_EMLK	2015-01-07	Sierra Leone	Western Urban	Arias et al		KU296380	https://www.ncbi.nlm.nih.gov/nuccore/KU296380
12161_EMLH	2015-02-21	Sierra Leone	Sierra Leone	Arias et al		KU296697	https://www.ncbi.nlm.nih.gov/nuccore/KU296697
77648_EMLK	2015-01-07	Sierra Leone	Western Urban	Arias et al		KU296620	https://www.ncbi.nlm.nih.gov/nuccore/KU296620
77667_EMLK	2015-01-08	Sierra Leone	Sierra Leone	Arias et al		KU296361	https://www.ncbi.nlm.nih.gov/nuccore/KU296361
77677_EMLK	2015-01-08	Sierra Leone	Sierra Leone	Arias et al		KU296558	https://www.ncbi.nlm.nih.gov/nuccore/KU296558
PL5868	2015-04-06	Sierra Leone	Kambia	Arias et al		KU296550	https://www.ncbi.nlm.nih.gov/nuccore/KU296550
PL6086	2015-04-12	Sierra Leone	Kambia	Arias et al		KU296651	https://www.ncbi.nlm.nih.gov/nuccore/KU296651
14830_EMLK	2015-04-27	Sierra Leone	Kambia	Arias et al		KU296345	https://www.ncbi.nlm.nih.gov/nuccore/KU296345
14888_EMLK	2015-05-03	Sierra Leone	Kambia	Arias et al		KU296423	https://www.ncbi.nlm.nih.gov/nuccore/KU296423
14782_EMLK	2015-04-23	Sierra Leone	Kambia	Arias et al		KU296639	https://www.ncbi.nlm.nih.gov/nuccore/KU296639
J0093	2014-10-24	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759760	https://www.ncbi.nlm.nih.gov/nuccore/KP759760
J0136	2014-11-01	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759684	https://www.ncbi.nlm.nih.gov/nuccore/KP759684
J0043	2014-10-04	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759712	https://www.ncbi.nlm.nih.gov/nuccore/KP759712
DML25411	2015-03-10	Sierra Leone	Kono	Smits et al		KT357857	https://www.ncbi.nlm.nih.gov/nuccore/KT357857
442_EMLH	2015-01-26	Sierra Leone	Sierra Leone	Arias et al		KU296375	https://www.ncbi.nlm.nih.gov/nuccore/KU296375
DML25344	2015-03-06	Sierra Leone	Kono	Smits et al		KT357856	https://www.ncbi.nlm.nih.gov/nuccore/KT357856
480_EMLH	2015-01-29	Sierra Leone	Sierra Leone	Arias et al		KU296491	https://www.ncbi.nlm.nih.gov/nuccore/KU296491
554_EMLH	2015-02-03	Sierra Leone	Sierra Leone	Arias et al		KU296817	https://www.ncbi.nlm.nih.gov/nuccore/KU296817
793_EMLH	2015-02-13	Sierra Leone	Sierra Leone	Arias et al		KU296492	https://www.ncbi.nlm.nih.gov/nuccore/KU296492
KT4695	2015-02-04	Sierra Leone	Western Rural	Arias et al		KU296549	https://www.ncbi.nlm.nih.gov/nuccore/KU296549
402_EMLH	2015-01-23	Sierra Leone	Western Rural	Arias et al		KU296495	https://www.ncbi.nlm.nih.gov/nuccore/KU296495
489_EMLH	2015-01-30	Sierra Leone	Western Rural	Arias et al		KU296324	https://www.ncbi.nlm.nih.gov/nuccore/KU296324
762_EMLH	2015-02-12	Sierra Leone	Sierra Leone	Arias et al		KU296728	https://www.ncbi.nlm.nih.gov/nuccore/KU296728
KT4677	2015-02-03	Sierra Leone	Western Rural	Arias et al		KU296608	https://www.ncbi.nlm.nih.gov/nuccore/KU296608
PL3984	2015-02-25	Sierra Leone	Port Loko	Arias et al		KU296330	https://www.ncbi.nlm.nih.gov/nuccore/KU296330
651_EMLH	2015-02-07	Sierra Leone	Sierra Leone	Arias et al		KU296457	https://www.ncbi.nlm.nih.gov/nuccore/KU296457
614_EMLH	2015-02-05	Sierra Leone	Western Rural	Arias et al		KU296597	https://www.ncbi.nlm.nih.gov/nuccore/KU296597
389_EMLH	2015-01-23	Sierra Leone	Western Rural	Arias et al		KU296593	https://www.ncbi.nlm.nih.gov/nuccore/KU296593
443_EMLH	2015-01-26	Sierra Leone	Western Urban	Arias et al		KU296539	https://www.ncbi.nlm.nih.gov/nuccore/KU296539
468_EMLH	2015-01-29	Sierra Leone	Sierra Leone	Arias et al		KU296773	https://www.ncbi.nlm.nih.gov/nuccore/KU296773
470_EMLH	2015-01-29	Sierra Leone	Sierra Leone	Arias et al		KU296662	https://www.ncbi.nlm.nih.gov/nuccore/KU296662
KT5073	2015-02-16	Sierra Leone	Sierra Leone	Arias et al		KU296553	https://www.ncbi.nlm.nih.gov/nuccore/KU296553
KT4609	2015-01-31	Sierra Leone	Sierra Leone	Arias et al		KU296622	https://www.ncbi.nlm.nih.gov/nuccore/KU296622
611_EMLH	2015-02-05	Sierra Leone	Sierra Leone	Arias et al		KU296619	https://www.ncbi.nlm.nih.gov/nuccore/KU296619
DML25180	2015-02-23	Sierra Leone	Kono	Smits et al		KT357855	https://www.ncbi.nlm.nih.gov/nuccore/KT357855
77574_EMLK	2015-01-03	Sierra Leone	Sierra Leone	Arias et al		KU296700	https://www.ncbi.nlm.nih.gov/nuccore/KU296700
518_EMLH	2015-02-02	Sierra Leone	Sierra Leone	Arias et al		KU296747	https://www.ncbi.nlm.nih.gov/nuccore/KU296747
KT4631	2015-02-02	Sierra Leone	Western Urban	Arias et al		KU296607	https://www.ncbi.nlm.nih.gov/nuccore/KU296607
511_EMLH	2015-02-01	Sierra Leone	Western Urban	Arias et al		KU296646	https://www.ncbi.nlm.nih.gov/nuccore/KU296646
448_EMLH	2015-01-27	Sierra Leone	Sierra Leone	Arias et al		KU296797	https://www.ncbi.nlm.nih.gov/nuccore/KU296797
J0081	2014-10-16	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759750	https://www.ncbi.nlm.nih.gov/nuccore/KP759750
J0108	2014-10-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759659	https://www.ncbi.nlm.nih.gov/nuccore/KP759659
V20141123	2014-09-22	Sierra Leone	Bo	Whitmer et al A		KR653291	https://www.ncbi.nlm.nih.gov/nuccore/KR653291
V20140395	2014-09-02	Sierra Leone	Kono	Whitmer et al A		KR653279	https://www.ncbi.nlm.nih.gov/nuccore/KR653279
V20141582	2014-10-04	Sierra Leone	Bo	Whitmer et al A		KR653230	https://www.ncbi.nlm.nih.gov/nuccore/KR653230
G4861.1	2014-08-10	Sierra Leone	Sierra Leone	Goba et al		KR105274	https://www.ncbi.nlm.nih.gov/nuccore/KR105274
J0006	2014-09-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759630	https://www.ncbi.nlm.nih.gov/nuccore/KP759630
G5685.1	2014-09-13	Sierra Leone	Kenema	Goba et al		KR105317	https://www.ncbi.nlm.nih.gov/nuccore/KR105317
G5684.1	2014-09-13	Sierra Leone	Kenema	Goba et al		KR105316	https://www.ncbi.nlm.nih.gov/nuccore/KR105316
J0091	2014-10-25	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759759	https://www.ncbi.nlm.nih.gov/nuccore/KP759759
J0148	2014-11-06	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759612	https://www.ncbi.nlm.nih.gov/nuccore/KP759612
KT4935	2015-02-11	Sierra Leone	Western Rural	Arias et al		KU296467	https://www.ncbi.nlm.nih.gov/nuccore/KU296467
J0026	2014-10-02	Sierra Leone	Bombali	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759670	https://www.ncbi.nlm.nih.gov/nuccore/KP759670
J0106	2014-10-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759767	https://www.ncbi.nlm.nih.gov/nuccore/KP759767
J0098	2014-10-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759763	https://www.ncbi.nlm.nih.gov/nuccore/KP759763
J0116	2014-10-30	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759664	https://www.ncbi.nlm.nih.gov/nuccore/KP759664
J0045	2014-10-05	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759714	https://www.ncbi.nlm.nih.gov/nuccore/KP759714
75779_EMLH	2015-01-19	Sierra Leone	Western Urban	Arias et al		KU296407	https://www.ncbi.nlm.nih.gov/nuccore/KU296407
J0064	2014-10-09	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759728	https://www.ncbi.nlm.nih.gov/nuccore/KP759728
J0107	2014-10-29	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759768	https://www.ncbi.nlm.nih.gov/nuccore/KP759768
77589_EMLK	2015-01-04	Sierra Leone	Western Urban	Arias et al		KU296403	https://www.ncbi.nlm.nih.gov/nuccore/KU296403
77632_EMLK	2015-01-06	Sierra Leone	Western Urban	Arias et al		KU296710	https://www.ncbi.nlm.nih.gov/nuccore/KU296710
77525_EMLK	2014-12-30	Sierra Leone	Sierra Leone	Arias et al		KU296820	https://www.ncbi.nlm.nih.gov/nuccore/KU296820
77612_EMLK	2015-01-05	Sierra Leone	Western Urban	Arias et al		KU296636	https://www.ncbi.nlm.nih.gov/nuccore/KU296636
G5114.1	2014-08-18	Sierra Leone	Pujehun	Goba et al		KR105299	https://www.ncbi.nlm.nih.gov/nuccore/KR105299
G5898.1	2014-09-22	Sierra Leone	Bo	Goba et al		KR105331	https://www.ncbi.nlm.nih.gov/nuccore/KR105331
G5119.1	2014-08-24	Sierra Leone	Kenema	Goba et al		KR105300	https://www.ncbi.nlm.nih.gov/nuccore/KR105300
G5112.1	2014-08-19	Sierra Leone	Kenema	Goba et al		KR105298	https://www.ncbi.nlm.nih.gov/nuccore/KR105298
J0100	2014-10-26	Sierra Leone	Kambia	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759655	https://www.ncbi.nlm.nih.gov/nuccore/KP759655
V20143187	2014-10-28	Sierra Leone	Pujehun	Whitmer et al A		KR653298	https://www.ncbi.nlm.nih.gov/nuccore/KR653298
J0069	2014-10-09	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759733	https://www.ncbi.nlm.nih.gov/nuccore/KP759733
J0170	2014-11-10	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759625	https://www.ncbi.nlm.nih.gov/nuccore/KP759625
KT2321	2014-12-02	Sierra Leone	Port Loko	Arias et al		KU296762	https://www.ncbi.nlm.nih.gov/nuccore/KU296762
KT2317	2014-12-02	Sierra Leone	Port Loko	Arias et al		KU296735	https://www.ncbi.nlm.nih.gov/nuccore/KU296735
DML12194	2015-03-04	Sierra Leone	Western Urban	Smits et al		KT357818	https://www.ncbi.nlm.nih.gov/nuccore/KT357818
V20141280	2014-09-23	Sierra Leone	Kambia	Whitmer et al A		KR653276	https://www.ncbi.nlm.nih.gov/nuccore/KR653276
J0117	2014-10-31	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759665	https://www.ncbi.nlm.nih.gov/nuccore/KP759665
V20143796	2014-11-05	Sierra Leone	Moyamba	Whitmer et al A		KR653257	https://www.ncbi.nlm.nih.gov/nuccore/KR653257
V20141650	2014-10-05	Sierra Leone	Kenema	Whitmer et al A		KR653225	https://www.ncbi.nlm.nih.gov/nuccore/KR653225
J0004	2014-09-28	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759668	https://www.ncbi.nlm.nih.gov/nuccore/KP759668
J0040	2014-10-04	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759629	https://www.ncbi.nlm.nih.gov/nuccore/KP759629
Makona-UK2	2014-12-29	Sierra Leone	Western Area	Bell et al B		KP658432	https://www.ncbi.nlm.nih.gov/nuccore/KP658432
380_EMLH	2015-01-22	Sierra Leone	Sierra Leone	Arias et al		KU296377	https://www.ncbi.nlm.nih.gov/nuccore/KU296377
12189_EMLH	2015-02-23	Sierra Leone	Western Urban	Arias et al		KU296369	https://www.ncbi.nlm.nih.gov/nuccore/KU296369
KT5249	2015-02-22	Sierra Leone	Western Urban	Arias et al		KU296601	https://www.ncbi.nlm.nih.gov/nuccore/KU296601
12193_EMLH	2015-02-23	Sierra Leone	Western Urban	Arias et al		KU296616	https://www.ncbi.nlm.nih.gov/nuccore/KU296616
J0124	2014-11-02	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759673	https://www.ncbi.nlm.nih.gov/nuccore/KP759673
J0132	2014-11-02	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759601	https://www.ncbi.nlm.nih.gov/nuccore/KP759601
J0044	2014-10-05	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759713	https://www.ncbi.nlm.nih.gov/nuccore/KP759713
V20143031	2014-10-25	Sierra Leone	Western Urban	Whitmer et al A		KR653275	https://www.ncbi.nlm.nih.gov/nuccore/KR653275
J0047	2014-10-05	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759632	https://www.ncbi.nlm.nih.gov/nuccore/KP759632
G5743.1	2014-09-17	Sierra Leone	Kono	Goba et al		KR105323	https://www.ncbi.nlm.nih.gov/nuccore/KR105323
G5529.1	2014-09-05	Sierra Leone	Kono	Goba et al		KR105309	https://www.ncbi.nlm.nih.gov/nuccore/KR105309
